published_date,type,title,url,view_count,like_count,comment_count,guest_name,party,affiliation_wing,prominence,guest_style,topics,topic_wing,topic_treatment,stance,bias_category,framing_score,vader_title,vader_desc,vader_composite,guest_episodes,guest_median_views,guest_influence_tier,prominence_label,manual_review
2018-04-23,video,"Gideon Rachman on Trump, Russia, China, Israel, Jeremy Corbyn and Journalism",https://www.youtube.com/watch?v=FvQrTzox-To,9316,144,55,Gideon Rachman,,,,,israel_and_middle_east|trump_and_us_politics|uk_politics|russia_ukraine_geopolitics,contested,unknown,unknown,unclassified,0.0,0.0,0.0,0.0,1,9316.0,low,,
2018-04-30,video,"Andrew Doyle on Free Speech, Political Correctness & Gender Pay Gap",https://www.youtube.com/watch?v=7jgs4epz5Tk,27216,706,115,Andrew Doyle,Right-wing commentator,right,3.0,,trans_and_gender|woke_and_cancel_culture|free_speech_and_censorship|trump_and_us_politics|culture_war_general,right,sympathetic_to_right,endorsing,right_affiliated_endorsing,2.0,0.4404,0.0,0.4404,19,58006.0,low,Senior/Established,
2018-05-04,video,Andrew Doyle on Privilege,https://www.youtube.com/watch?v=xPUHSPrVWeU,8106,140,7,Andrew Doyle,Right-wing commentator,right,3.0,,woke_and_cancel_culture|free_speech_and_censorship|culture_war_general,right,sympathetic_to_right,endorsing,right_affiliated_endorsing,1.0,0.3612,0.0,0.3612,19,58006.0,low,Senior/Established,
2018-05-07,video,"Liam Halligan on Russia, Media, Liberal Bias and Brexit",https://www.youtube.com/watch?v=zXk61U61_GM,7815,242,47,Liam Halligan,Right-wing commentator,right,2.0,,uk_politics|russia_ukraine_geopolitics|economy_and_cost_of_living|culture_war_general,right,sympathetic_to_right,endorsing,right_affiliated_endorsing,1.5,-0.1027,0.0,-0.1027,4,82467.0,low,Junior/Regular,
2018-05-14,video,"Dr Pippa Malmgren on Populism, Russia and AI",https://www.youtube.com/watch?v=JvaJE0w-G-g,4813,112,20,Dr Pippa Malmgren,,,,,trans_and_gender|trump_and_us_politics|uk_politics|russia_ukraine_geopolitics|economy_and_cost_of_living,right,unknown,unknown,unclassified,0.0,0.0,0.0,0.0,2,7711.5,low,,
2018-05-21,video,David Pilling on the Growth Delusion and Good News about Africa,https://www.youtube.com/watch?v=sWVSWRX6K6w,2659,78,13,David Pilling,,,,,economy_and_cost_of_living,contested,unknown,challenging,unclassified,0.0,0.6705,0.0,0.6705,1,2659.0,low,,
2018-05-28,video,"Peter Tatchell on Human Rights, Free Speech and Political Reform",https://www.youtube.com/watch?v=aiNOAEWQ3AE,4290,104,38,Peter Tatchell,Green,left,1.0,,free_speech_and_censorship,right,unknown,unknown,left_affiliated_unknown,0.0,0.5106,0.0,0.5106,1,4290.0,low,Supporter/Minor,
2018-06-04,video,"Rory Sutherland on the Logic Trap, Humour & Free Speech",https://www.youtube.com/watch?v=T-rAzRK1MGo,23105,558,60,Rory Sutherland,Right-wing commentator,right,2.0,,free_speech_and_censorship|culture_war_general,right,unknown,endorsing,right_affiliated_endorsing,0.0,0.6249,0.0,0.6249,3,89436.0,low,Junior/Regular,
2018-06-10,video,"Dr Joanna Williams on Feminism, #MeToo & the Gender Pay Gap",https://www.youtube.com/watch?v=PZpZl45-en8,19403,601,205,Dr Joanna Williams,,,,,trans_and_gender|culture_war_general,right,sympathetic_to_right,endorsing,right_topic_sympathetic,0.5,-0.1027,0.0,-0.1027,1,19403.0,low,,
2018-06-18,video,"Dr Linda Yueh on Inequality, China and the End of Poverty",https://www.youtube.com/watch?v=2hEuX4qpf1c,3539,73,21,Dr Linda Yueh,,,,,trans_and_gender|free_speech_and_censorship|russia_ukraine_geopolitics|economy_and_cost_of_living,right,unknown,unknown,unclassified,0.0,-0.5106,0.0,-0.5106,1,3539.0,low,,
2018-06-24,video,"Jeremy Shapiro on Trump, Trident, Israel & Iran",https://www.youtube.com/watch?v=7a5qYLUvvCw,2183,44,42,Jeremy Shapiro,,,,,israel_and_middle_east|trump_and_us_politics|uk_politics|russia_ukraine_geopolitics,contested,unknown,unknown,unclassified,0.0,0.0,0.0,0.0,1,2183.0,low,,
2018-07-02,video,"Brendan O'Neill on Free Speech, Identity Politics, Grenfell & Social Media",https://www.youtube.com/watch?v=i9tlMO9sKmE,42993,1321,242,Brendan O'Neill,Right-wing commentator,right,3.0,,woke_and_cancel_culture|free_speech_and_censorship|culture_war_general,right,sympathetic_to_right,endorsing,right_affiliated_endorsing,2.0,0.5106,0.0,0.5106,2,53988.5,low,Senior/Established,
2018-07-09,video,"Red Pill, Bad Boys & Evolutionary Psychology - Dr Diana Fleischman",https://www.youtube.com/watch?v=r0Mueu1--ew,113904,3415,488,Dr Diana Fleischman,,,,,trans_and_gender|free_speech_and_censorship|economy_and_cost_of_living|culture_war_general,right,sympathetic_to_right,endorsing,right_topic_sympathetic,1.5,-0.5423,-0.6597,-0.57752,2,91078.5,low,,
2018-07-15,video,"Claire Fox on Generation Snowflake, Free Speech and Debate",https://www.youtube.com/watch?v=KCT9k10Mimw,33860,917,146,Claire Fox,Brexit Party,right,3.0,,woke_and_cancel_culture|free_speech_and_censorship|culture_war_general,right,sympathetic_to_right,contested,right_affiliated_contested,1.5,0.5106,0.0,0.5106,1,33860.0,low,Senior/Established,
2018-07-23,video,"Sargon of Akkad on Liberalism, Intersectionality & Immigration",https://www.youtube.com/watch?v=5h449lp_UoY,227582,11421,2095,Sargon of Akkad,,,,,trans_and_gender|immigration_and_borders|free_speech_and_censorship|islam_and_extremism|uk_politics|economy_and_cost_of_living|culture_war_general,right,sympathetic_to_right,endorsing,right_topic_sympathetic,0.5,0.0,0.0,0.0,2,162978.5,medium,,
2018-07-29,video,"Iain Dale on Conservatism, Immigration, Tax & the NHS",https://www.youtube.com/watch?v=ecLk-BXJvA4,14106,334,150,Iain Dale,Conservative,right,2.0,,immigration_and_borders|uk_politics|economy_and_cost_of_living,right,unknown,endorsing,right_affiliated_endorsing,0.0,0.0,0.0,0.0,3,36065.0,low,Junior/Regular,
2018-08-06,video,"Scott Capurro on Comedy, Offence and Politics in 2018",https://www.youtube.com/watch?v=Dx-nDtk5Pcw,6817,192,53,Scott Capurro,,,,,free_speech_and_censorship|israel_and_middle_east|trump_and_us_politics|uk_politics|culture_war_general,right,unknown,endorsing,unclassified,0.0,0.0772,0.0,0.0772,1,6817.0,low,,
2018-08-12,video,"Sam Bowman on Libertarianism, Neoliberalism, the Housing Crisis & Drugs",https://www.youtube.com/watch?v=OZgfdS8IC5w,9575,287,62,Sam Bowman,,,,,free_speech_and_censorship|trump_and_us_politics|uk_politics|economy_and_cost_of_living|culture_war_general|crime_and_policing,right,sympathetic_to_right,endorsing,right_topic_sympathetic,0.5,-0.5719,0.0,-0.5719,1,9575.0,low,,
2018-08-19,video,"Toby Young on Journalism, Education, Public Shaming and Offence Archeology",https://www.youtube.com/watch?v=qDDr4EG3SIc,12428,368,77,Toby Young,Right-wing commentator,right,3.0,,woke_and_cancel_culture|free_speech_and_censorship|culture_war_general,right,sympathetic_to_right,endorsing,right_affiliated_endorsing,0.5,-0.296,0.0,-0.296,3,49364.0,low,Senior/Established,
2018-09-03,video,"Tom Slater on Free Speech, Brexit, Immigration & Communism",https://www.youtube.com/watch?v=L4bI_D_iPgQ,21338,570,113,Tom Slater,Right-wing commentator,right,2.0,,immigration_and_borders|free_speech_and_censorship|trump_and_us_politics|uk_politics|culture_war_general,right,sympathetic_to_right,endorsing,right_affiliated_endorsing,2.0,0.5106,0.0,0.5106,2,33171.0,low,Junior/Regular,
2018-09-09,video,"Remi Adekoya on Black Identity Politics, Racism, White Privilege & Populism",https://www.youtube.com/watch?v=_r85UBDN-VQ,11832,312,154,Remi Adekoya,,,,,woke_and_cancel_culture|trump_and_us_politics|uk_politics|culture_war_general,right,sympathetic_to_right,endorsing,right_topic_sympathetic,1.5,-0.3818,0.0,-0.3818,1,11832.0,low,,
2018-09-16,video,"Ella Whelan on Brexit, Feminism, #MeToo, Grooming Gangs & Abortion",https://www.youtube.com/watch?v=uf9HELNwy8Q,64363,1550,690,Ella Whelan,,,,,immigration_and_borders|islam_and_extremism|uk_politics|culture_war_general|crime_and_policing,right,sympathetic_to_right,endorsing,right_topic_sympathetic,6.0,0.0,0.0,0.0,1,64363.0,low,,
2018-09-23,video,"Dr Pippa Malmgren on Trump, Social Credit, AI & Virtual Reality",https://www.youtube.com/watch?v=zXYwAuLsGa4,10610,266,59,Dr Pippa Malmgren,,,,,trump_and_us_politics|russia_ukraine_geopolitics|culture_war_general,right,sympathetic_to_right,unknown,right_topic_sympathetic,0.5,0.3818,0.0,0.3818,2,7711.5,low,,
2018-09-30,video,"Kate Andrews on the Gender Pay Gap, Feminism, Socialism & the NHS",https://www.youtube.com/watch?v=u4ps0bcovws,43383,1617,303,Kate Andrews,,,,,trans_and_gender|woke_and_cancel_culture|uk_politics|economy_and_cost_of_living|culture_war_general,right,unknown,endorsing,unclassified,0.0,-0.1027,0.0,-0.1027,1,43383.0,low,,
2018-10-07,video,"Dr Linda Papadopoulos on Trigger Warnings, Social Media & Mental Health",https://www.youtube.com/watch?v=qBcbcYqaApU,13072,416,74,Dr Linda Papadopoulos,,,,,woke_and_cancel_culture|culture_war_general,right,critical_of_right,endorsing,right_topic_critical,-0.5,-0.296,0.0,-0.296,1,13072.0,low,,
2018-10-15,video,"Nicholas Gruen on Immigration, Corruption in Academia and Citizens' Assemblies",https://www.youtube.com/watch?v=1r7TzkFR7ps,9558,201,72,Nicholas Gruen,,,,,immigration_and_borders|trump_and_us_politics|economy_and_cost_of_living,right,unknown,endorsing,unclassified,0.0,0.0,0.0,0.0,1,9558.0,low,,
2018-10-21,video,"Matt Goodwin on National Populism, Immigration, Brexit & the Future of Politics",https://www.youtube.com/watch?v=dwO_cPULaBg,40127,1166,201,Matt Goodwin,Right-wing commentator,right,3.0,,woke_and_cancel_culture|immigration_and_borders|trump_and_us_politics|uk_politics|culture_war_general,right,sympathetic_to_right,endorsing,right_affiliated_endorsing,1.0,0.0,0.0,0.0,7,77230.0,low,Senior/Established,
2018-10-28,video,"Eric Kaufmann on Nationalism, White Identity & Immigration",https://www.youtube.com/watch?v=XdQaD_RaZ4I,54523,945,580,Eric Kaufmann,Right-wing academic,right,3.0,,woke_and_cancel_culture|immigration_and_borders|trump_and_us_politics|uk_politics|culture_war_general,right,sympathetic_to_right,endorsing,right_affiliated_endorsing,1.0,0.0,0.0,0.0,3,54523.0,low,Senior/Established,
2018-11-05,video,"Geoff Norcott on Conservative Comedy, Brexit & Free Speech",https://www.youtube.com/watch?v=5w91G26_8vA,42094,772,188,Geoff Norcott,Conservative,right,2.0,,woke_and_cancel_culture|free_speech_and_censorship|uk_politics|culture_war_general,right,sympathetic_to_right,endorsing,right_affiliated_endorsing,0.5,0.7003,0.0,0.7003,3,42094.0,low,Junior/Regular,
2018-11-12,video,"Helen Pluckrose on Grievance Studies, Social Justice and Post Modernism",https://www.youtube.com/watch?v=qiXGp2VykaE,60153,1607,296,Helen Pluckrose,,,,,woke_and_cancel_culture|trump_and_us_politics|culture_war_general,right,critical_of_right,unknown,right_topic_critical,-1.5,0.0772,0.0,0.0772,2,58268.5,low,,
2018-11-18,video,"Chloe Westley on Tax, Brexit & Socialism",https://www.youtube.com/watch?v=al4rc844usA,11987,344,82,Chloe Westley,,,,,uk_politics|economy_and_cost_of_living,contested,unknown,unknown,unclassified,0.0,0.0,0.0,0.0,1,11987.0,low,,
2018-11-25,video,"David Goodhart on the Left, Multiculturalism, Cognitive Elites & Brexit",https://www.youtube.com/watch?v=BYPtVn1txWk,35096,736,166,David Goodhart,,,,,woke_and_cancel_culture|immigration_and_borders|uk_politics|culture_war_general,right,sympathetic_to_right,unknown,right_topic_sympathetic,1.0,0.0,0.0,0.0,2,37007.0,low,,
2018-12-09,video,"Munira Mirza on Multiculturalism, ""Institutional Racism"", ""White Privilege"" and Diversity",https://www.youtube.com/watch?v=7ADPggwgJGQ,108931,3100,611,Munira Mirza,Conservative,right,3.0,,woke_and_cancel_culture|immigration_and_borders|uk_politics|culture_war_general|crime_and_policing,right,sympathetic_to_right,unknown,right_affiliated_unknown,3.0,0.3612,0.0,0.3612,1,108931.0,low,Senior/Established,
2019-01-28,video,"Andrew Doyle on Woke Comedy, Left vs Identity Politics and Free Speech",https://www.youtube.com/watch?v=ks5WyxbPAdM,48109,1488,241,Andrew Doyle,Right-wing commentator,right,3.0,,woke_and_cancel_culture|free_speech_and_censorship|uk_politics,right,sympathetic_to_right,unknown,right_affiliated_unknown,3.0,0.7003,0.0,0.7003,19,58006.0,low,Senior/Established,
2019-02-03,video,"Eshaan Akbar on Islam, Tolerance and Identity",https://www.youtube.com/watch?v=AKlD0vsH4os,13508,403,96,Eshaan Akbar,,,,,woke_and_cancel_culture|free_speech_and_censorship|islam_and_extremism|culture_war_general,right,sympathetic_to_right,unknown,right_topic_sympathetic,1.0,0.296,0.0,0.296,1,13508.0,low,,
2019-02-11,video,"Dr Tony Sewell on Fatherlessness, Gangs and Knife Crime",https://www.youtube.com/watch?v=5EIlD9lOMv0,25517,815,162,Dr Tony Sewell,,,,,free_speech_and_censorship|culture_war_general|crime_and_policing,right,unknown,endorsing,unclassified,0.0,-0.5423,0.0,-0.5423,1,25517.0,low,,
2019-02-17,video,"Ben Cobley on Identity Politics, Positive Discrimination and the Left",https://www.youtube.com/watch?v=-wIyfNBQkg8,16956,419,77,Ben Cobley,,,,,woke_and_cancel_culture|free_speech_and_censorship|islam_and_extremism|israel_and_middle_east|uk_politics|culture_war_general,right,sympathetic_to_right,unknown,right_topic_sympathetic,2.0,0.5574,0.0,0.5574,1,16956.0,low,,
2019-02-21,video,Nazi Pug: The Story So Far,https://www.youtube.com/watch?v=xcLvJs3GEFc,11227,695,60,Nazi Pug,,,,,free_speech_and_censorship|uk_politics|crime_and_policing,right,unknown,unknown,unclassified,0.0,0.0,0.0,0.0,1,11227.0,low,,
2019-02-24,video,Count Dankula on Being Arrested for a Joke,https://www.youtube.com/watch?v=v9LqSwtodi0,233856,13019,1226,Count Dankula,Right-wing commentator,right,2.0,,free_speech_and_censorship|culture_war_general,right,unknown,unknown,right_affiliated_unknown,0.0,-0.2263,0.0,-0.2263,2,137164.5,low,Junior/Regular,
2019-03-03,video,Dr Steve Davies on the Independent Group and Political Realignment,https://www.youtube.com/watch?v=lskY0OFVaI4,13358,383,119,Dr Steve Davies,,,,,free_speech_and_censorship|uk_politics|culture_war_general,right,unknown,unknown,unclassified,0.0,0.0,0.0,0.0,1,13358.0,low,,
2019-03-07,video,"Peter Hitchens: ""Mass Immigration has been a Catastrophe""",https://www.youtube.com/watch?v=FsTnVJf_ft0,96958,2891,516,Peter Hitchens,Right-wing commentator,right,3.0,,immigration_and_borders|free_speech_and_censorship|uk_politics|culture_war_general,right,sympathetic_to_right,unknown,right_affiliated_unknown,1.0,-0.6597,0.0,-0.6597,7,158560.0,medium,Senior/Established,
2019-03-09,video,"Peter Hitchens: ""Addiction is a Fantasy""",https://www.youtube.com/watch?v=jaOLAIwwKZQ,10656,210,259,Peter Hitchens,Right-wing commentator,right,3.0,,free_speech_and_censorship|culture_war_general,right,unknown,unknown,right_affiliated_unknown,0.0,0.0,0.0,0.0,7,158560.0,medium,Senior/Established,
2019-03-10,video,"Peter Hitchens on Crime, Immigration, Cannabis & the Left",https://www.youtube.com/watch?v=4-ojY9oKSFI,98482,2664,608,Peter Hitchens,Right-wing commentator,right,3.0,,immigration_and_borders|free_speech_and_censorship|uk_politics|economy_and_cost_of_living|culture_war_general|crime_and_policing,right,unknown,unknown,right_affiliated_unknown,0.0,-0.5423,0.0,-0.5423,7,158560.0,medium,Senior/Established,
2019-03-15,video,"Katharine Birbalsingh: ""Smartphones Increase the Division Between the Rich and the Poor""",https://www.youtube.com/watch?v=9G91eUJCeTY,3252,69,27,Katharine Birbalsingh,Right-wing commentator,right,3.0,,free_speech_and_censorship,right,unknown,unknown,right_affiliated_unknown,0.0,0.4215,0.0,0.4215,6,60235.0,low,Senior/Established,
2019-03-17,video,Katharine Birbalsingh on the Failure of Progressive Education,https://www.youtube.com/watch?v=cXtlS-6y5u4,44947,1429,253,Katharine Birbalsingh,Right-wing commentator,right,3.0,,woke_and_cancel_culture|free_speech_and_censorship|uk_politics,right,unknown,unknown,right_affiliated_unknown,0.0,-0.5106,0.0,-0.5106,6,60235.0,low,Senior/Established,
2019-03-21,video,"Sir John Curtice: ""Brexit was not about Left vs Right""",https://www.youtube.com/watch?v=PFcEa05pRQM,12877,352,139,Sir John Curtice,,,,,uk_politics|culture_war_general,right,unknown,unknown,unclassified,0.0,0.0,0.0,0.0,2,24728.5,low,,
2019-03-24,video,Sir John Curtice on What the Polls Tell Us About Brexit,https://www.youtube.com/watch?v=WPEFp9oIZ-0,36580,666,264,Sir John Curtice,,,,,uk_politics|culture_war_general,right,unknown,unknown,unclassified,0.0,0.0,0.0,0.0,2,24728.5,low,,
2019-03-29,video,Fin Taylor: The Culture War is a Myth,https://www.youtube.com/watch?v=5yJOiWcC0Zk,7290,142,74,Fin Taylor,,,,,free_speech_and_censorship|culture_war_general,right,sympathetic_to_right,endorsing,right_topic_sympathetic,1.5,-0.5994,0.0,-0.5994,2,24358.5,low,,
2019-03-31,video,"Fin Taylor on Offensive Comedy, Free Speech and Count Dankula",https://www.youtube.com/watch?v=jKW3S40oo-0,41427,657,274,Fin Taylor,,,,,free_speech_and_censorship|culture_war_general,right,sympathetic_to_right,unknown,right_topic_sympathetic,0.5,0.4215,0.0,0.4215,2,24358.5,low,,
2019-04-05,video,Geoffrey Miller on the Fundamental Differences Between Men and Women,https://www.youtube.com/watch?v=6ZJTNF8qqoA,9696,478,42,Geoffrey Miller,,,,,trans_and_gender|free_speech_and_censorship,right,unknown,endorsing,unclassified,0.0,0.0,0.0,0.0,2,31418.5,low,,
2019-04-07,video,"Geoffrey Miller on Sex Differences, Masculinity & Political Polarisation",https://www.youtube.com/watch?v=hTLfiBTtE88,53141,2093,286,Geoffrey Miller,,,,,trans_and_gender|free_speech_and_censorship|culture_war_general,right,unknown,unknown,unclassified,0.0,0.0,0.0,0.0,2,31418.5,low,,
2019-04-12,video,India Willoughby: Trans Women Have an Unfair Advantage in Sports,https://www.youtube.com/watch?v=Yz3oC81AoN0,7038,168,56,India Willoughby,,,,,trans_and_gender|culture_war_general,right,unknown,unknown,unclassified,0.0,-0.2732,0.0,-0.2732,2,30534.5,low,,
2019-04-14,video,"India Willoughby on Being Trans, Trans Athletes and Women's Spaces",https://www.youtube.com/watch?v=jWuNG5tXNS4,54031,737,909,India Willoughby,,,,,trans_and_gender|culture_war_general,right,sympathetic_to_right,challenging,right_topic_sympathetic,0.5,0.0,0.0,0.0,2,30534.5,low,,
2019-04-19,video,Zuby: White Privilege is a Racist Concept,https://www.youtube.com/watch?v=gP3ex3M8GWk,26444,1300,211,Zuby,Anti-woke commentator,right,2.0,,free_speech_and_censorship|culture_war_general,right,sympathetic_to_right,unknown,right_affiliated_unknown,1.0,-0.3612,0.0,-0.3612,3,43049.0,low,Junior/Regular,
2019-04-21,video,"Zuby on Positive Rap, Identifying as a Woman and White Privilege",https://www.youtube.com/watch?v=uAo3t_KWHhI,43049,1896,330,Zuby,Anti-woke commentator,right,2.0,,free_speech_and_censorship|culture_war_general,right,contested,unknown,right_affiliated_unknown,0.0,0.7269,0.0,0.7269,3,43049.0,low,Junior/Regular,
2019-04-28,video,"Vladimir Hernandez on Venezuela, Mexico and the War on Drugs",https://www.youtube.com/watch?v=H1_Tfs7WidY,7074,240,69,Vladimir Hernandez,,,,,economy_and_cost_of_living|culture_war_general,right,unknown,unknown,unclassified,0.0,-0.5994,0.0,-0.5994,1,7074.0,low,,
2019-05-05,video,Mike Driver on the Entrepreneurial Mindset and the Futility of Predictions,https://www.youtube.com/watch?v=zZKwBOPxso4,8667,405,31,Mike Driver,,,,,uk_politics|economy_and_cost_of_living|culture_war_general,right,unknown,unknown,unclassified,0.0,0.0,0.0,0.0,1,8667.0,low,,
2019-05-12,video,"Toby Young on Social Justice, Unconscious Bias and Woke Corporations",https://www.youtube.com/watch?v=S9B1Qn329cg,51274,1342,304,Toby Young,Right-wing commentator,right,3.0,,woke_and_cancel_culture|climate_and_environment|culture_war_general,right,neutral,unknown,right_affiliated_unknown,0.0,0.4588,0.0,0.4588,3,49364.0,low,Senior/Established,
2019-05-17,video,Jess Butcher: Women in Tech Aren't Oppressed,https://www.youtube.com/watch?v=Y9ImhUF8o1I,10651,492,51,Jess Butcher,,,,,culture_war_general,right,sympathetic_to_right,endorsing,right_topic_sympathetic,1.0,0.3724,0.0,0.3724,2,10101.5,low,,
2019-05-19,video,"Jess Butcher on Women in Tech, Social Media and a Positive Vision of Men and Women",https://www.youtube.com/watch?v=xNwbB-KpzaI,9552,445,53,Jess Butcher,,,,,free_speech_and_censorship|culture_war_general,right,unknown,endorsing,unclassified,0.0,0.6808,0.0,0.6808,2,10101.5,low,,
2019-05-24,video,Douglas Murray on Roger Scruton and the Fall of the Mainstream Media,https://www.youtube.com/watch?v=bfsWLr-tWLQ,73665,2949,216,Douglas Murray,Right-wing commentator,right,4.0,,culture_war_general,right,sympathetic_to_right,unknown,right_affiliated_unknown,1.0,0.0,0.0,0.0,14,189754.0,medium,Cabinet/Platform,
2019-05-26,video,"Douglas Murray on Roger Scruton, Intersectionality and the Trans Debate",https://www.youtube.com/watch?v=U_MeC4S5ZSM,167210,5460,603,Douglas Murray,Right-wing commentator,right,4.0,,free_speech_and_censorship|culture_war_general,right,sympathetic_to_right,challenging,right_affiliated_challenging,2.5,0.0,0.0,0.0,14,189754.0,medium,Cabinet/Platform,
2019-06-02,video,"William Clouston on the SDP, Community and Social Justice Mania",https://www.youtube.com/watch?v=Sm3PRVcWm9k,15476,637,127,William Clouston,,,,,woke_and_cancel_culture|trump_and_us_politics|uk_politics|culture_war_general,right,critical_of_right,unknown,right_topic_critical,-1.5,0.5267,0.0,0.5267,1,15476.0,low,,
2019-06-07,video,Lionel Shriver: Cancel Culture is a Predatory Sport,https://www.youtube.com/watch?v=rKbSC7RghN8,21060,954,142,Lionel Shriver,Anti-woke commentator,right,3.0,,woke_and_cancel_culture|uk_politics|culture_war_general,right,sympathetic_to_right,unknown,right_affiliated_unknown,1.5,-0.25,0.0,-0.25,3,50140.0,low,Senior/Established,
2019-06-09,video,"Lionel Shriver on Censorship, Cancel Culture and Free Speech",https://www.youtube.com/watch?v=ISr9IgYG0NU,50140,2133,340,Lionel Shriver,Anti-woke commentator,right,3.0,,woke_and_cancel_culture|free_speech_and_censorship|culture_war_general,right,sympathetic_to_right,unknown,right_affiliated_unknown,3.0,0.3182,0.0,0.3182,3,50140.0,low,Senior/Established,
2019-06-14,video,Gilets Jaunes: A Working Class Revolt They Don't Want You To Know About,https://www.youtube.com/watch?v=B0ORCO-gWnc,13000,488,93,Gilets Jaunes,,,,,uk_politics|culture_war_general,right,sympathetic_to_right,endorsing,right_topic_sympathetic,1.0,-0.0572,0.0,-0.0572,1,13000.0,low,,
2019-06-16,video,Fraser Myers on the Yellow Vest Protests and Internet Censorship,https://www.youtube.com/watch?v=Q86tRjXN7-g,16764,697,140,Fraser Myers,,,,,free_speech_and_censorship|culture_war_general|crime_and_policing,right,sympathetic_to_right,endorsing,right_topic_sympathetic,1.5,-0.2263,0.0,-0.2263,1,16764.0,low,,
2019-06-23,livestream,Paul Embery on Lexit and Why the Left Has Abandoned the Working Class,https://www.youtube.com/watch?v=iIZb1dCc8AA,79084,2440,823,Paul Embery,Blue Labour,contested,2.0,,uk_politics|culture_war_general,right,unknown,unknown,contested_affiliated_unknown,0.0,-0.4588,0.0,-0.4588,3,79084.0,low,Junior/Regular,
2019-06-30,livestream,"Helen Dale on the IDW, Being Right Wing and the Australian Election",https://www.youtube.com/watch?v=867d4Jdi3wQ,32505,1327,339,Helen Dale,,,,,israel_and_middle_east|culture_war_general,right,unknown,unknown,unclassified,0.0,0.0,0.0,0.0,2,34949.0,low,,
2019-07-05,video,Christopher Snowdon: The War on Drugs Has Failed,https://www.youtube.com/watch?v=Zk5C8Xpw9-g,3260,164,87,Christopher Snowdon,,,,,,unknown,unknown,unknown,unclassified,0.0,-0.802,0.0,-0.802,1,3260.0,low,,
2019-07-12,video,Robin Aitken on BBC Bias,https://www.youtube.com/watch?v=YOQQESMkcio,20234,1015,196,Robin Aitken,Right-wing commentator,right,2.0,,uk_politics|culture_war_general,right,sympathetic_to_right,unknown,right_affiliated_unknown,2.0,-0.1027,0.0,-0.1027,2,25117.5,low,Junior/Regular,
2019-07-14,video,"Robin Aitken on BBC Bias, Diversity and Social Liberalism",https://www.youtube.com/watch?v=tJE4Oy5aPls,30001,1290,267,Robin Aitken,Right-wing commentator,right,2.0,,woke_and_cancel_culture|uk_politics|culture_war_general,right,sympathetic_to_right,unknown,right_affiliated_unknown,1.5,-0.1027,0.0,-0.1027,2,25117.5,low,Junior/Regular,
2019-07-17,video,Matthew Parris: We Must Stop Brexit,https://www.youtube.com/watch?v=Ovgf3tyQn4E,9152,177,302,Matthew Parris,,,,,uk_politics|culture_war_general,right,unknown,unknown,unclassified,0.0,-0.296,0.0,-0.296,2,9423.0,low,,
2019-07-21,livestream,Matthew Parris on a Second Referendum and the Future of the Conservative Party,https://www.youtube.com/watch?v=YiBfabI0GBc,9694,276,268,Matthew Parris,,,,,uk_politics|culture_war_general,right,unknown,unknown,unclassified,0.0,0.4019,0.0,0.4019,2,9423.0,low,,
2019-07-26,video,Noah Carl: Freedom of Speech in Academia,https://www.youtube.com/watch?v=ftMGFl7Q_II,7610,351,62,Noah Carl,,,,,free_speech_and_censorship,right,unknown,unknown,unclassified,0.0,0.6369,0.0,0.6369,2,42779.5,low,,
2019-07-28,livestream,"Noah Carl on Race, IQ and Academic Freedom",https://www.youtube.com/watch?v=5-6xvNxv84M,77949,2651,899,Noah Carl,,,,,free_speech_and_censorship|culture_war_general,right,unknown,unknown,unclassified,0.0,0.6369,0.0,0.6369,2,42779.5,low,,
2019-08-02,video,Simon Evans on Jo Brand and Freedom of Speech in Comedy,https://www.youtube.com/watch?v=OYgVuqq2JyY,10379,354,52,Simon Evans,Right-wing commentator,right,2.0,,free_speech_and_censorship,right,unknown,unknown,right_affiliated_unknown,0.0,0.7717,0.0,0.7717,3,46849.0,low,Junior/Regular,
2019-08-04,livestream,"Simon Evans on Comedy, Liberal Bias and Offence Culture",https://www.youtube.com/watch?v=3CT-rCju9PI,46849,1059,274,Simon Evans,Right-wing commentator,right,2.0,,free_speech_and_censorship|culture_war_general,right,sympathetic_to_right,endorsing,right_affiliated_endorsing,1.5,-0.0258,0.0,-0.0258,3,46849.0,low,Junior/Regular,
2019-08-09,video,"Maryam Namazie: ""Islam is not a Religion of Peace""",https://www.youtube.com/watch?v=8G_oYUCitjM,21372,945,331,Maryam Namazie,Islam critic,right,2.0,,islam_and_extremism|culture_war_general,right,sympathetic_to_right,unknown,right_affiliated_unknown,1.5,-0.431,0.0,-0.431,2,31336.5,low,Junior/Regular,
2019-08-11,livestream,"Maryam Namazie on Islam, Tommy Robinson and Grooming Gangs",https://www.youtube.com/watch?v=6o6myfXwtdA,41301,1029,686,Maryam Namazie,Islam critic,right,2.0,,immigration_and_borders|islam_and_extremism|culture_war_general|crime_and_policing,right,sympathetic_to_right,unknown,right_affiliated_unknown,6.0,0.0,0.0,0.0,2,31336.5,low,Junior/Regular,
2019-08-18,livestream,Francis Boulle on Classical Liberalism and the Dangers of Reality TV,https://www.youtube.com/watch?v=DyKbOdSJEeI,14289,394,87,Francis Boulle,,,,,culture_war_general,right,unknown,unknown,unclassified,0.0,-0.4939,0.0,-0.4939,1,14289.0,low,,
