published_date,title,url,topics,n_topics,framing_score,tags_framing_score,guest_signal,identity_signal,guest_name_detected,guest_style,combined_score,combined_label,signal_sources,confidence,label_stage4b,label_stage5,label_stage6,cumulative_bias_score,score_lexicon,score_tags,score_guest_talkingpoints,score_guest_identity,combined_label_with_manual,manual_override_applied,manual_override_note
2021-09-22,How Big Business Went Woke - Vivek Ramaswamy,https://www.youtube.com/watch?v=G8usUxoavoo,woke_and_cancel_culture|free_speech_and_censorship|trump_and_us_politics,3,1.5,0.5,0.0,0.0,Vivek Ramaswamy,,1.5,right-leaning,lexicon|tags,high,right-leaning,right-leaning,right-leaning,1.5,1.0,0.5,0.0,0.0,right-leaning,False,
2021-09-26,Why Men & Boys Are Struggling and No One Cares - Dr Warren Farrell,https://www.youtube.com/watch?v=og68K4mJ7Z8,,0,0.0,0.0,0.0,0.0,Dr Warren Farrell,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2021-09-29,The Truth About Putin's Russia - Mikhail Svetov,https://www.youtube.com/watch?v=5n2yU4krR6A,uk_politics|russia_ukraine_geopolitics,2,1.0,0.0,0.0,0.0,Mikhail Svetov,,1.0,right-leaning,lexicon,medium,right-leaning,right-leaning,right-leaning,1.0,1.0,0.0,0.0,0.0,right-leaning,False,
2021-10-02,Why We Stopped Working With Surfshark,https://www.youtube.com/watch?v=xfn0QDwqdI0,,0,0.0,0.0,0.0,0.0,Surfshark,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2021-10-03,Posie Parker: Trans Women Aren't Women - Part 2,https://www.youtube.com/watch?v=jqO02-RWKLg,trans_and_gender|culture_war_general,2,2.0,0.0,1.0,1.0,Posie Parker,,3.0,right-leaning,lexicon|guest,high,right-leaning,right-leaning,right-leaning,4.0,2.0,0.0,1.0,1.0,right-leaning,False,
2021-10-10,Cancelled Comedian Speaks Out - Nick Dixon,https://www.youtube.com/watch?v=FmTRT4HYSak,woke_and_cancel_culture|free_speech_and_censorship,2,0.0,0.0,0.0,0.0,Nick Dixon,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2021-10-13,Fired Google Insider Speaks Out,https://www.youtube.com/watch?v=Cs27FtYKEos,,0,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2021-10-17,Why Are We Fighting a War on the Past? - Tim Stanley,https://www.youtube.com/watch?v=_VuQ91AFDec,culture_war_general,1,0.0,0.0,0.0,0.0,Tim Stanley,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2021-10-20,Has Academia Fallen? With Jim Butcher,https://www.youtube.com/watch?v=gIrQibFB-Dk,free_speech_and_censorship|uk_politics,2,0.5,0.5,0.0,0.0,Jim Butcher,,0.5,right-leaning,tags,low,right-leaning,right-leaning,right-leaning,0.5,0.0,0.5,0.0,0.0,right-leaning,False,
2021-10-24,How Do We Stop Bad Ideas Destroying the West? Gad Saad,https://www.youtube.com/watch?v=UMEWyVUfetI,woke_and_cancel_culture,1,2.5,1.5,0.0,0.0,,,2.5,right-leaning,lexicon|tags,high,right-leaning,right-leaning,right-leaning,2.5,1.0,1.5,0.0,0.0,right-leaning,False,
2021-10-31,An Honest Conversation About Race with John Barnes,https://www.youtube.com/watch?v=yMv-bkuXb7A,,0,0.0,0.0,0.0,0.0,John Barnes,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2021-11-03,Psychotherapist Explains the Culture Wars,https://www.youtube.com/watch?v=mJmIq_nnwpw,woke_and_cancel_culture|trump_and_us_politics|uk_politics|culture_war_general,4,2.5,1.5,0.0,0.0,,,2.5,right-leaning,lexicon|tags,high,right-leaning,right-leaning,right-leaning,2.5,1.0,1.5,0.0,0.0,right-leaning,False,
2021-11-07,David Starkey - I Won't Bow Down to the Mob,https://www.youtube.com/watch?v=NP_yTdVUcz8,uk_politics|culture_war_general,2,1.0,1.0,0.0,0.0,,,1.0,right-leaning,tags,medium,right-leaning,right-leaning,right-leaning,1.0,0.0,1.0,0.0,0.0,right-leaning,False,
2021-11-09,JOIN US at the Leicester Square Theatre | 11th December,https://www.youtube.com/watch?v=mfjfRy8sVYU,,0,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2021-11-10,Cancel Culture Explained with Will Storr,https://www.youtube.com/watch?v=OsuSjdB2yyo,woke_and_cancel_culture,1,1.0,0.0,0.0,0.0,Will Storr,,1.0,right-leaning,lexicon,medium,right-leaning,right-leaning,right-leaning,1.0,1.0,0.0,0.0,0.0,right-leaning,False,
2021-11-14,The Truth About TRIGGERnometry,https://www.youtube.com/watch?v=G9vBpBFsDlA,free_speech_and_censorship|uk_politics,2,1.5,0.5,0.0,0.0,,,1.5,right-leaning,lexicon|tags,high,right-leaning,right-leaning,right-leaning,1.5,1.0,0.5,0.0,0.0,right-leaning,False,
2021-11-17,The Truth About TRIGGERnometry Part 2,https://www.youtube.com/watch?v=7Fv_ANBul5I,woke_and_cancel_culture|free_speech_and_censorship|uk_politics|russia_ukraine_geopolitics,4,2.0,1.0,0.0,0.0,,,2.0,right-leaning,lexicon|tags,high,right-leaning,right-leaning,right-leaning,2.0,1.0,1.0,0.0,0.0,right-leaning,False,
2021-11-21,Kathleen Stock - Hounded Out for Trans Views,https://www.youtube.com/watch?v=YrjLEpE6Ep4,trans_and_gender|free_speech_and_censorship,2,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2021-11-24,Climate Change: No Need to Panic - Bjorn Lomborg,https://www.youtube.com/watch?v=mQSvR1jw3ME,climate_and_environment,1,0.0,0.0,0.0,0.0,Bjorn Lomborg,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2021-11-28,An Epidemic of Narcissism with Richard Grannon,https://www.youtube.com/watch?v=diQh6x6lDbo,,0,0.0,0.0,0.0,0.0,Richard Grannon,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2021-12-01,Immigration is the Most Important Issue We Face - Peter Whittle,https://www.youtube.com/watch?v=Ll8sgdy9_ao,immigration_and_borders|uk_politics|culture_war_general,3,0.5,0.5,0.0,0.0,Peter Whittle,,0.5,right-leaning,tags,low,right-leaning,right-leaning,right-leaning,0.5,0.0,0.5,0.0,0.0,right-leaning,False,
2021-12-05,"The Truth about Communism, Gulags and the Left with Giles Udy",https://www.youtube.com/watch?v=zz30g8-T8i0,uk_politics|russia_ukraine_geopolitics|economy_and_cost_of_living|culture_war_general,4,2.5,0.5,0.0,0.0,Giles Udy,,2.5,right-leaning,lexicon|tags,high,right-leaning,right-leaning,right-leaning,2.5,2.0,0.5,0.0,0.0,right-leaning,False,
2021-12-08,"Zuby: ""This is a Moral Panic""",https://www.youtube.com/watch?v=VM_LRw0957w,uk_politics,1,0.0,0.0,1.0,1.0,Zuby,,1.0,right-leaning,guest,medium,right-leaning,right-leaning,right-leaning,2.0,0.0,0.0,1.0,1.0,right-leaning,False,
2021-12-12,The Truth About the Nazis with Stephen Hicks,https://www.youtube.com/watch?v=gAydErHRJ9w,,0,1.0,0.0,0.0,0.0,Stephen Hicks,,1.0,right-leaning,lexicon,medium,right-leaning,right-leaning,right-leaning,1.0,1.0,0.0,0.0,0.0,right-leaning,False,
2021-12-15,"Is ""Anti-Racism"" Helping Black People? With John McWhorter",https://www.youtube.com/watch?v=PlxIw4Klcl8,woke_and_cancel_culture|trump_and_us_politics,2,1.0,1.0,0.0,0.0,John McWhorter,,1.0,right-leaning,tags,medium,right-leaning,right-leaning,right-leaning,1.0,0.0,1.0,0.0,0.0,right-leaning,False,
2021-12-16,The Untold Way to Survive the World's MADNESS,https://www.youtube.com/watch?v=q75yWbTPjik,,0,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2021-12-19,"How the Radical Left Has Inflamed Mental Illness, Addiction and Homelessness | Michael Shellenberger",https://www.youtube.com/watch?v=2Wbg6MAgMy4,,0,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2021-12-22,"""It's Not As Bad As You Think"" - Simon Jenkins",https://www.youtube.com/watch?v=RrVM8-g01Xw,uk_politics,1,0.0,0.0,0.0,0.0,Simon Jenkins,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2021-12-29,Vaccine Hesitancy EXPLAINED,https://www.youtube.com/watch?v=J0ZY3VWYKzQ,covid_and_pandemic,1,1.5,0.5,0.0,0.0,,,1.5,right-leaning,lexicon|tags,high,right-leaning,right-leaning,right-leaning,1.5,1.0,0.5,0.0,0.0,right-leaning,False,
2022-01-05,"""They've Weaponised Guilt and Shame"" - Africa Brooke",https://www.youtube.com/watch?v=55-_309UhSw,,0,0.0,0.0,0.0,0.0,Africa Brooke,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-01-12,Theodore Dalrymple - The Truth About Crime,https://www.youtube.com/watch?v=SZyS9p-lXLM,crime_and_policing,1,1.0,0.0,0.0,0.0,The Truth About Crime,,1.0,right-leaning,lexicon,medium,right-leaning,right-leaning,right-leaning,1.0,1.0,0.0,0.0,0.0,right-leaning,False,
2022-01-14,Is the Intellectual Dark Web Dead?,https://www.youtube.com/watch?v=aMkLsE-rCao,trump_and_us_politics|culture_war_general,2,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-01-16,Eva Lovia Talks Openly About Doing Porn and Whether She Was Exploited,https://www.youtube.com/watch?v=zGhXOrWkfOs,,0,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-01-17,They Ban Drugs That Make You Question Those in Power,https://www.youtube.com/watch?v=yFLr5GU6UBE,uk_politics,1,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-01-19,"Carl Benjamin on Big Government, Immigration and Censorship",https://www.youtube.com/watch?v=j3O-KnCZODA,immigration_and_borders|free_speech_and_censorship|uk_politics|culture_war_general,4,1.5,0.5,0.0,0.0,Carl Benjamin,,1.5,right-leaning,lexicon|tags,high,right-leaning,right-leaning,right-leaning,1.5,1.0,0.5,0.0,0.0,right-leaning,False,
2022-01-21,"Trans Woman: ""We Don't Belong in Female Sports""",https://www.youtube.com/watch?v=PkWINGbJ_pQ,trans_and_gender,1,0.0,0.0,0.0,0.0,Trans Woman,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-01-23,Doctor Answers BANNED Questions About COVID - Dr Zubin Damania,https://www.youtube.com/watch?v=pA_wJGjaGpo,covid_and_pandemic|free_speech_and_censorship,2,1.0,0.0,0.0,0.0,Dr Zubin Damania,,1.0,right-leaning,lexicon,medium,right-leaning,right-leaning,right-leaning,1.0,1.0,0.0,0.0,0.0,right-leaning,False,
2022-01-24,The Man Who Predicted COVID Authoritarianism in April 2020,https://www.youtube.com/watch?v=5IhnoTGKJ9w,covid_and_pandemic,1,1.0,0.0,0.0,0.0,,,1.0,right-leaning,lexicon,medium,right-leaning,right-leaning,right-leaning,1.0,1.0,0.0,0.0,0.0,right-leaning,False,
2022-02-01,"Count Dankula: ""We're on the Path to Authoritarianism""",https://www.youtube.com/watch?v=sRqID6Eea_w,woke_and_cancel_culture,1,0.5,0.5,1.0,1.0,Count Dankula,,1.5,right-leaning,tags|guest,high,right-leaning,right-leaning,right-leaning,2.5,0.0,0.5,1.0,1.0,right-leaning,False,
2022-02-02,An Honest Conversation with a Hardline Feminist - Julie Bindel,https://www.youtube.com/watch?v=hijyFreN2yk,,0,0.0,0.0,0.0,0.0,Julie Bindel,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-02-04,"Douglas Murray: ""Don't Trust Male Feminists""",https://www.youtube.com/watch?v=a78Z3s_clk4,woke_and_cancel_culture|trump_and_us_politics|uk_politics|culture_war_general,4,1.0,1.0,1.0,1.0,Douglas Murray,,2.0,right-leaning,tags|guest,high,right-leaning,right-leaning,right-leaning,3.0,0.0,1.0,1.0,1.0,right-leaning,False,
2022-02-06,"Jimmy Dore: ""They Won't Let the Great Unwashed Have a Voice""",https://www.youtube.com/watch?v=qovb58fnHPg,,0,0.0,0.0,0.0,0.0,Jimmy Dore,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-02-07,Jordan Peterson - Why People Believe in Conspiracies,https://www.youtube.com/watch?v=HtlpX4xKoRw,covid_and_pandemic,1,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-02-09,Where Did COVID-19 REALLY Come From? With Matt Ridley,https://www.youtube.com/watch?v=MYuSgEyGRMg,covid_and_pandemic|climate_and_environment,2,1.5,0.5,1.0,1.0,Matt Ridley,,2.5,right-leaning,lexicon|tags|guest,high,right-leaning,right-leaning,right-leaning,3.5,1.0,0.5,1.0,1.0,right-leaning,False,
2022-02-11,Is Telling the Truth Really the Best Path? - Jordan Peterson & Heather Heying,https://www.youtube.com/watch?v=S5u8_86jFJ0,free_speech_and_censorship,1,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-02-12,War in Ukraine? Farage vs. Russian,https://www.youtube.com/watch?v=J0o7dgwKMF4,immigration_and_borders|uk_politics|russia_ukraine_geopolitics,3,1.0,1.0,0.0,0.0,,,1.0,right-leaning,tags,medium,right-leaning,right-leaning,right-leaning,1.0,0.0,1.0,0.0,0.0,right-leaning,False,
2022-02-13,"""Demonising Men Will Make Things Worse"" - Nina Power",https://www.youtube.com/watch?v=c5whVOaxuS0,culture_war_general,1,0.0,0.0,0.0,0.0,Nina Power,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-02-14,The Real Reason Why The Media is Scared of Joe Rogan,https://www.youtube.com/watch?v=fx-C9ho18IY,,0,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-02-16,An Honest Conversation With Nigel Farage,https://www.youtube.com/watch?v=tMH-jBtgrBs,trump_and_us_politics|uk_politics|russia_ukraine_geopolitics|economy_and_cost_of_living,4,0.5,0.5,1.0,1.0,Nigel Farage,,1.5,right-leaning,tags|guest,high,right-leaning,right-leaning,right-leaning,2.5,0.0,0.5,1.0,1.0,right-leaning,False,
2022-02-18,The Real Reason Identity Politics Took Over,https://www.youtube.com/watch?v=AI0VtlyRffE,woke_and_cancel_culture|free_speech_and_censorship,2,2.5,1.5,0.0,0.0,,,2.5,right-leaning,lexicon|tags,high,right-leaning,right-leaning,right-leaning,2.5,1.0,1.5,0.0,0.0,right-leaning,False,
2022-02-20,Islam and the West - Ed Husain,https://www.youtube.com/watch?v=geZI74rCR9w,islam_and_extremism|uk_politics,2,0.0,0.0,1.0,1.0,Ed Husain,,1.0,right-leaning,guest,medium,right-leaning,right-leaning,right-leaning,2.0,0.0,0.0,1.0,1.0,right-leaning,False,
2022-02-21,Nigel Farage Reacts to Canadian Freedom Convoy Trucker Protests,https://www.youtube.com/watch?v=xFF7tdh-5x0,covid_and_pandemic|immigration_and_borders|uk_politics|crime_and_policing,4,1.0,1.0,0.0,0.0,,,1.0,right-leaning,tags,medium,right-leaning,right-leaning,right-leaning,1.0,0.0,1.0,0.0,0.0,right-leaning,False,
2022-02-23,Doctor: Why I Changed My Mind About Abortion,https://www.youtube.com/watch?v=EJITHkqETGI,trump_and_us_politics,1,0.0,0.0,0.0,0.0,Doctor,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-02-24,War in Ukraine Explained,https://www.youtube.com/watch?v=dNnq8gMAE-8,uk_politics|russia_ukraine_geopolitics,2,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-02-25,Viva Frei on Canada Freedom Convoy,https://www.youtube.com/watch?v=L2RJHcs17OI,covid_and_pandemic|crime_and_policing,2,1.0,0.0,1.0,1.0,Viva Frei,,2.0,right-leaning,lexicon|guest,high,right-leaning,right-leaning,right-leaning,3.0,1.0,0.0,1.0,1.0,right-leaning,False,
2022-02-28,Who is Putin and What Does He Want?,https://www.youtube.com/watch?v=dqLh81qRaxg,immigration_and_borders|trump_and_us_politics|uk_politics|russia_ukraine_geopolitics,4,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-03-03,Historian Roger Moorhouse Explains Russia/Ukraine Crisis,https://www.youtube.com/watch?v=03Rec81-8vc,trump_and_us_politics|uk_politics|russia_ukraine_geopolitics,3,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-03-04,Konstantin Kisin on BBC Question Time,https://www.youtube.com/watch?v=8DXwlqoSF70,uk_politics|russia_ukraine_geopolitics,2,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-03-04,Why We Fight Wars,https://www.youtube.com/watch?v=OsWsyuREZzg,,0,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-03-06,What's It Like to Work for Jeremy Corbyn?,https://www.youtube.com/watch?v=R8N6ejk1nfs,,0,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-03-06,Gambling Companies Turn Addiction Into Profit,https://www.youtube.com/watch?v=iYdkoC6veMw,uk_politics,1,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-03-08,Glenn Greenwald on Why We No Longer Trust the Media,https://www.youtube.com/watch?v=Yi05GMVsx7w,trump_and_us_politics|russia_ukraine_geopolitics,2,0.5,0.5,0.5,0.0,Glenn Greenwald,heterodox,1.0,right-leaning,tags|guest,high,right-leaning,right-leaning,right-leaning,1.0,0.0,0.5,0.5,0.0,right-leaning,False,
2022-03-09,War in Ukraine: What's Next?,https://www.youtube.com/watch?v=YjGCho0zAb4,immigration_and_borders|russia_ukraine_geopolitics,2,0.5,0.5,0.0,0.0,,,0.5,right-leaning,tags,low,right-leaning,right-leaning,right-leaning,0.5,0.0,0.5,0.0,0.0,right-leaning,False,
2022-03-12,In Russia The Individual is Expendable,https://www.youtube.com/watch?v=4tc0LV5D08o,russia_ukraine_geopolitics|economy_and_cost_of_living,2,0.5,0.5,0.0,0.0,,,0.5,right-leaning,tags,low,right-leaning,right-leaning,right-leaning,0.5,0.0,0.5,0.0,0.0,right-leaning,False,
2022-03-13,"Rupert Lowe: ""Our Leaders Have No Idea What They're Doing""",https://www.youtube.com/watch?v=LLDPZDDnf4I,,0,0.0,0.0,0.0,0.0,Rupert Lowe,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-03-14,There Are People Who Want to Destroy our Society,https://www.youtube.com/watch?v=0d-dtkcBbNY,immigration_and_borders|russia_ukraine_geopolitics,2,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-03-16,"""They Are Indoctrinating Your Children"" - Bonnie Snyder",https://www.youtube.com/watch?v=ZWJQ3jWjOG0,,0,0.0,0.0,0.0,0.0,Bonnie Snyder,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-03-18,Why Modern Life Makes Us Miserable,https://www.youtube.com/watch?v=rtrk_Jeqwgk,,0,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-03-20,Climate Change: Propaganda vs. Reality with Mallen Baker,https://www.youtube.com/watch?v=GLFl5f8jipM,trump_and_us_politics|uk_politics|russia_ukraine_geopolitics|climate_and_environment,4,0.0,0.0,0.0,0.0,Climate Change,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-03-21,World War 3 & Other Good News,https://www.youtube.com/watch?v=XiPlqS2KxPo,free_speech_and_censorship|trump_and_us_politics|uk_politics|russia_ukraine_geopolitics,4,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-03-23,"Ex-Putin Advisor: ""He Must Be Stopped""",https://www.youtube.com/watch?v=hl_nWwx2B7w,trump_and_us_politics|uk_politics|russia_ukraine_geopolitics,3,0.0,0.0,0.0,0.0,Ex-Putin Advisor,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-03-27,Dr Steve Peters: How to Overcome Anxiety and Build Confidence,https://www.youtube.com/watch?v=-M4rCH30JqM,,0,0.0,0.0,0.0,0.0,Dr Steve Peters,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-03-28,"Is It a Bird? Is It a Plane? No, it's Lia Thomas!",https://www.youtube.com/watch?v=AKhiOMhgXt4,trans_and_gender,1,1.0,1.0,0.0,0.0,,,1.0,right-leaning,tags,medium,right-leaning,right-leaning,right-leaning,1.0,0.0,1.0,0.0,0.0,right-leaning,False,
2022-03-29,This Religion Actually Helped Abolish Slavery,https://www.youtube.com/watch?v=zFANL18QBAI,uk_politics,1,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-03-30,Are We Being Told the Truth About Drugs? Dr Carl Hart,https://www.youtube.com/watch?v=LCWIEMXyXRk,,0,1.0,0.0,0.0,0.0,,,1.0,right-leaning,lexicon,medium,right-leaning,right-leaning,right-leaning,1.0,1.0,0.0,0.0,0.0,right-leaning,False,
2022-04-03,Military Intelligence Expert Breaks Down Russian Mindset,https://www.youtube.com/watch?v=yuu8mRbbdLU,immigration_and_borders|russia_ukraine_geopolitics,2,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-04-04,"""What's a Woman?"" + Other Impossible Questions",https://www.youtube.com/watch?v=iV4My-kMgLY,woke_and_cancel_culture|free_speech_and_censorship|uk_politics,3,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-04-06,What I Learned From Leaving Mumford & Sons - Winston Marshall,https://www.youtube.com/watch?v=1w7TY3k3Zz8,woke_and_cancel_culture|uk_politics,2,0.5,0.5,1.0,0.0,Winston Marshall,,1.5,right-leaning,tags|guest,high,right-leaning,right-leaning,right-leaning,1.5,0.0,0.5,1.0,0.0,right-leaning,False,
2022-04-10,Money & Crypto for Dummies with Saifdean Ammous,https://www.youtube.com/watch?v=S-fjqYqyXpM,economy_and_cost_of_living,1,0.0,0.0,0.0,0.0,Saifdean Ammous,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-04-12,5 Easy Steps to Lose Weight & Everything You Own,https://www.youtube.com/watch?v=JdHBJSoJLm0,uk_politics|economy_and_cost_of_living,2,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-04-13,Cancelled for a Kiss,https://www.youtube.com/watch?v=goDGhiyF0wU,woke_and_cancel_culture|free_speech_and_censorship,2,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-04-17,How to Survive the Coming Economic Disaster,https://www.youtube.com/watch?v=mU3rPTxev-o,economy_and_cost_of_living,1,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-04-20,Cancelled Comic Makes Huge Comeback - Chris McGlade,https://www.youtube.com/watch?v=LbvyTnjpF0I,woke_and_cancel_culture|free_speech_and_censorship|culture_war_general,3,0.0,0.0,0.0,0.0,Chris McGlade,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-04-24,Douglas Murray: The War on the West,https://www.youtube.com/watch?v=nzsD2XH5Ef4,culture_war_general,1,1.0,0.0,1.0,1.0,Douglas Murray,,2.0,right-leaning,lexicon|guest,high,right-leaning,right-leaning,right-leaning,3.0,1.0,0.0,1.0,1.0,right-leaning,False,
2022-04-26,Progressives REACT to Elon Musk Twitter Takeover,https://www.youtube.com/watch?v=0V-xilbGY64,woke_and_cancel_culture|trump_and_us_politics,2,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-04-27,"""Children Are Being Irreversibly Damaged"" - James Esses",https://www.youtube.com/watch?v=BjDSlpCuWuk,,0,0.5,0.5,0.0,0.0,James Esses,,0.5,right-leaning,tags,low,right-leaning,right-leaning,right-leaning,0.5,0.0,0.5,0.0,0.0,right-leaning,False,
2022-05-01,How Commodities Markets Cause War & Chaos - Rupert Russell,https://www.youtube.com/watch?v=hJo0oK2sfP4,,0,0.0,0.0,0.0,0.0,Rupert Russell,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-05-03,The Tories Are BACK and They’re Sleazier Than Ever,https://www.youtube.com/watch?v=sFawAr2buvY,uk_politics,1,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-05-04,David Pakman - A Good Faith Debate with a Progressive,https://www.youtube.com/watch?v=WxXXEPE1ysQ,woke_and_cancel_culture|trump_and_us_politics|russia_ukraine_geopolitics,3,0.0,0.0,0.0,0.0,,,0.0,unknown,,none,unknown,unknown,unknown,0.0,0.0,0.0,0.0,0.0,unknown,False,
2022-05-08,"Toby Young: ""New Law is the Greatest Blow to Free Speech""",https://www.youtube.com/watch?v=ja3VgeK2SbQ,woke_and_cancel_culture|free_speech_and_censorship|uk_politics|economy_and_cost_of_living,4,1.0,1.0,1.0,1.0,Toby Young,,2.0,right-leaning,tags|guest,high,right-leaning,right-leaning,right-leaning,3.0,0.0,1.0,1.0,1.0,right-leaning,False,
2022-05-10,David Pakman DESTROYS TRIGGERnometry with BAD FAITH & SMEARS,https://www.youtube.com/watch?v=MiI-qJkrCxg,trans_and_gender|trump_and_us_politics|uk_politics|culture_war_general|crime_and_policing,5,2.0,0.0,0.0,0.0,,,2.0,right-leaning,lexicon,medium,right-leaning,right-leaning,right-leaning,2.0,2.0,0.0,0.0,0.0,right-leaning,False,
